group,model,bank,phase,method,samples,head_training_steps,endpoint_step,weights,coefficient_type,coefficient,alpha,omega,seed,kappa,time_shift,solver,sampling_steps,fid,inception_score,sfid,full_calls,extra_prefix_calls,seconds,valid,first_1000_reused,reused,checkpoint_sha256,samples_sha256,source_file,source_row,source_sha256,source_output
SiT_readout_1K,sit_small,sit_context_select1k,,context_base,1000,3000,,,a: S+a*(S-W),0.8,,,,,,,,61.947099088455786,40.072662353515625,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,2,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_1K,sit_small,sit_context_select1k,,native_base,1000,50000,,,a: S+a*(S-W),0.8,,,,,,,,64.80903011223944,36.29304504394531,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,3,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_1K,sit_small,sit_context_select1k,,native_half,1000,50000,,,a: S+a*(S-W),0.4,,,,,,,,68.56310719808243,35.200111389160156,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,4,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_1K,sit_small,sit_context_select1k,,native_double,1000,50000,,,a: S+a*(S-W),1.6,,,,,,,,76.77463203625763,29.05483627319336,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,5,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_1K,sit_small,sit_context_select1k,,adg,1000,50000,,,a: S+a*(S-W),0.8,,,,,,,,63.81382903939948,35.972625732421875,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,6,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_1K,sit_small,sit_context_select1k,,strong,1000,,,,a: S+a*(S-W),0.0,,,,,,,,82.74873950746053,30.673328399658203,,,,,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/selection_1k.csv,7,891d4025fcda8cd5416a22849ffb637d3cda2bbfef11e531c6238ebf262807d0,
SiT_readout_5K,sit_small,sit_context_independent5k,,context_base,5000,3000,,,a: S+a*(S-W),0.8,,,,,,,,37.234254676065405,39.45120620727539,,128,0,480.0177698167972,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/quality.csv,2,53a7bf2b14bff519e826116ab6bea05808e3c0f2d967c48e9039e12594b4eb07,
SiT_readout_5K,sit_small,sit_context_independent5k,,native_base,5000,50000,,,a: S+a*(S-W),0.8,,,,,,,,40.281730730874415,37.54165267944336,,128,0,482.1379652572796,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/quality.csv,3,53a7bf2b14bff519e826116ab6bea05808e3c0f2d967c48e9039e12594b4eb07,
SiT_readout_5K,sit_small,sit_context_independent5k,,adg,5000,50000,,,a: S+a*(S-W),0.8,,,,,,,,39.57750158085156,37.4043083190918,,128,0,511.32406076136976,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/quality.csv,4,53a7bf2b14bff519e826116ab6bea05808e3c0f2d967c48e9039e12594b4eb07,
SiT_readout_5K,sit_small,sit_context_independent5k,,native_66,5000,50000,,,a: S+a*(S-W),0.8,,,,,,,,40.27343043030578,37.55503845214844,,132,0,496.92097924789414,True,,,,,/home/zhoushunyu/eqvae/docs/data/context_reference_5k_20260912/quality.csv,5,53a7bf2b14bff519e826116ab6bea05808e3c0f2d967c48e9039e12594b4eb07,
SiT_matched_3K,sit_small,sit_matched1k,,raw,1000,3000,,,a: S+a*(S-W),0.8,,,,,,,,63.77517942586394,39.104652404785156,,128,0,97.22467979975045,True,,,,,/home/zhoushunyu/eqvae/docs/data/ig_readout_matched_control_20260913/quality.csv,2,7bc0bd627996096b1399e1e4544a0bb05e5ed94c0a9ab2a7271b467957b4bf9f,/home/zhoushunyu/data/eqvae/experiments/ig_readout_normalization_20260912/sit_small/check_1000/raw
SiT_matched_3K,sit_small,sit_matched1k,,native_fresh,1000,3000,,,a: S+a*(S-W),0.8,,,,,,,,65.71922324936338,36.350955963134766,,128,0,97.89943670434877,True,,,,,/home/zhoushunyu/eqvae/docs/data/ig_readout_matched_control_20260913/quality.csv,3,7bc0bd627996096b1399e1e4544a0bb05e5ed94c0a9ab2a7271b467957b4bf9f,/home/zhoushunyu/data/eqvae/experiments/ig_readout_matched_control_20260913/sit_small/matched_1000/native_fresh
SiT_matched_3K,sit_small,sit_matched1k,,native_base,1000,50000,,,a: S+a*(S-W),0.8,,,,,,,,67.00885708954877,35.44374084472656,,128,0,94.1117421882227,True,,,,,/home/zhoushunyu/eqvae/docs/data/ig_readout_matched_control_20260913/quality.csv,4,7bc0bd627996096b1399e1e4544a0bb05e5ed94c0a9ab2a7271b467957b4bf9f,/home/zhoushunyu/data/eqvae/experiments/ig_readout_normalization_20260912/sit_small/check_1000/native_base
SiT_matched_3K,sit_small,sit_matched1k,,adg,1000,50000,,,a: S+a*(S-W),0.8,,,,,,,,66.07735180957098,36.15179443359375,,128,0,99.55418676650152,True,,,,,/home/zhoushunyu/eqvae/docs/data/ig_readout_matched_control_20260913/quality.csv,5,7bc0bd627996096b1399e1e4544a0bb05e5ed94c0a9ab2a7271b467957b4bf9f,/home/zhoushunyu/data/eqvae/experiments/ig_readout_normalization_20260912/sit_small/check_1000/adg
JiT_readout_1K,jit,jit_readout_select1k,,mlp,1000,3000,,,a: S+a*(S-W),0.3,,,,,,,,53.64914490409683,33.811716651916505,,100,0,409.5636942088604,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,2,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_1K,jit,jit_readout_select1k,,native_fresh,1000,3000,,,a: S+a*(S-W),0.3,,,,,,,,58.144433600408206,30.43539505004883,,100,0,407.5188929727301,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,3,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_1K,jit,jit_readout_select1k,,native_base,1000,50000,,,a: S+a*(S-W),0.3,,,,,,,,56.112951789328235,31.774690628051758,,100,0,399.12861427944154,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,4,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_1K,jit,jit_readout_select1k,,adg,1000,50000,,,a: S+a*(S-W),0.3,,,,,,,,56.157784242778575,32.18846187591553,,100,0,409.17572855670005,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,5,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_1K,jit,jit_readout_select1k,,strong,1000,,,,a: S+a*(S-W),0.0,,,,,,,,63.92256474288553,27.883886909484865,,100,0,396.7529349825345,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,6,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_1K,jit,jit_readout_select1k,,cfg_reference,1000,,,,CFG scale,3.0,,,,,,,,38.508138350201534,59.364210510253905,,198,0,784.03359601181,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_transfer_20260913/quality.csv,7,bd8fd479533c998e8c7a0a871249e621678377ead375ba05a05a1f4cb290bf05,
JiT_readout_5K,jit,jit_readout_independent5k,,mlp,5000,3000,,,a: S+a*(S-W),0.3,,,,,,,,20.90818670872045,65.31250953674316,,100,0,2020.3032331480645,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_confirm_20260913/quality.csv,2,57d7ab8de3ad7c90947fdf556fe84678a0f130ac33aa0359826985883d2ec758,
JiT_readout_5K,jit,jit_readout_independent5k,,native_base,5000,50000,,,a: S+a*(S-W),0.3,,,,,,,,23.791808305446466,60.44389038085937,,100,0,2005.1901060990058,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_confirm_20260913/quality.csv,3,57d7ab8de3ad7c90947fdf556fe84678a0f130ac33aa0359826985883d2ec758,
JiT_readout_5K,jit,jit_readout_independent5k,,adg,5000,50000,,,a: S+a*(S-W),0.3,,,,,,,,24.136260831965046,59.77778358459473,,100,0,2038.0199676938355,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_confirm_20260913/quality.csv,4,57d7ab8de3ad7c90947fdf556fe84678a0f130ac33aa0359826985883d2ec758,
JiT_readout_5K,jit,jit_readout_independent5k,,cfg_heun25,5000,,,,CFG scale,3.0,,,,,,,,9.602243099142754,167.20252227783203,,98,0,1933.8107127822004,True,,,,,/home/zhoushunyu/eqvae/docs/data/jit_readout_confirm_20260913/quality.csv,5,57d7ab8de3ad7c90947fdf556fe84678a0f130ac33aa0359826985883d2ec758,
RAE_3K_20K_400,raev2,rae_context400,paired_400,native_base,400,,,,w: W+w*(S-W),1.78,0.78,,,,,,,95.87515696530511,26.61487445831299,,100,0,318.9252493083477,True,,True,,cfdb287e8b0ddf0e25b84cb773a46f66de2154f2fa4d62244d21e28f2ad4b5f1,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,2,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_3K_20K_400,raev2,rae_context400,paired_400,native_half,400,,,,w: W+w*(S-W),1.3900000000000001,0.39,,,,,,,96.12640659800195,26.727292633056642,,100,0,320.1058510588482,True,,True,,c578db342895ce948568cfb7c0dca08941c1d672360be0a3c1b867bd37678094,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,3,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_3K_20K_400,raev2,rae_context400,paired_400,context_base,400,3000,,,w: W+w*(S-W),1.78,0.78,,,,,,,100.01870534568633,26.911453819274904,,100,0,321.177033779677,True,,True,,685c17fe1026487bce15ea9139471abd4cac1fc3e777b184ec2b0450cc7aefed,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,4,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_3K_20K_400,raev2,rae_context400,paired_400,context_half,400,3000,,,w: W+w*(S-W),1.3900000000000001,0.39,,,,,,,96.55038444645584,26.936909103393553,,100,0,321.2202559434809,True,,True,,8e65603efbb089a5ce61dc26bb1b8b4ead95a9fe118ad5d6f4fe2aaf9134a887,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,5,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_3K_20K_400,raev2,rae_context400,paired_400,context20k_base,400,20000,,,w: W+w*(S-W),1.78,0.78,,,,,,,96.6514722237684,27.35505790710449,,100,0,322.87905302783474,True,,False,,fbb69d87bd6ee9f29f435a6bab7cfe59b1e2684237e8bf0ef34f102913b5c63c,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,6,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_3K_20K_400,raev2,rae_context400,paired_400,context20k_half,400,20000,,,w: W+w*(S-W),1.3900000000000001,0.39,,,,,,,96.03592835173839,27.14475917816162,,100,0,323.6650002039969,True,,False,,afcccea95b76fcec9f74db6c0d4b39812b283dd413682a8e604b1062ab58e627,/home/zhoushunyu/eqvae/docs/data/raev2_context_20k_20260914/quality.csv,7,bc83ec721d34946e238559cba67612a28656646c5e5b4f734c6ab6d1cc3c2f34,
RAE_context_5K,raev2,rae_heads5k,,native_base,5000,,,,w: W+w*(S-W),1.78,0.78,,,,,,,6.920778526499362,156.12792053222657,,100,0,,True,,,,ede20bd09bf5407c418d27d8a3dfc3e45f56cf4290274f1a8400986c947b28e0,/home/zhoushunyu/eqvae/docs/data/raev2_context_5k_20260914/quality.csv,2,d9fba2edad7e8086b4d702888486a6c3abce6f3d0735cac379d91d529c63626c,
RAE_context_5K,raev2,rae_heads5k,,context20k_half,5000,20000,,,w: W+w*(S-W),1.3900000000000001,0.39,,,,,,,7.122279418732319,156.46584777832032,,100,0,,True,,,,6278196e63c89d5191a95bf8b7cfead3bdaf65a793cf396634694653e7f7c378,/home/zhoushunyu/eqvae/docs/data/raev2_context_5k_20260914/quality.csv,3,d9fba2edad7e8086b4d702888486a6c3abce6f3d0735cac379d91d529c63626c,
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w1p0000,400,,,,w: W+w*(S-W),1.0,,,,,,,,92.88547309713988,26.081120109558107,,100,0,250.2822429947555,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,2,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w1p0000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w1p2000,400,,,,w: W+w*(S-W),1.2,,,,,,,,93.32405841457506,26.614300346374513,,100,0,253.6945405881852,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,3,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w1p2000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w1p4000,400,,,,w: W+w*(S-W),1.4,,,,,,,,93.94684325617823,27.201278114318846,,100,0,252.19052067492157,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,4,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w1p4000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w1p6000,400,,,,w: W+w*(S-W),1.6,,,,,,,,95.1243449901039,27.366841125488282,,100,0,254.6559752416797,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,5,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w1p6000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w1p7800,400,,,,w: W+w*(S-W),1.78,,,,,,,,94.91274456826335,27.38928089141846,,100,0,252.9455299731344,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,6,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w1p7800
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w2p0000,400,,,,w: W+w*(S-W),2.0,,,,,,,,95.51225241577993,28.24097957611084,,100,0,254.95265536941588,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,7,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w2p0000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w2p4000,400,,,,w: W+w*(S-W),2.4,,,,,,,,95.70108888879912,28.38693447113037,,100,0,252.97891861619428,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,8,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w2p4000
RAE_heads50K,raev2,rae_heads_balanced1k,tune_native,incumbent_w3p0000,400,,,,w: W+w*(S-W),3.0,,,,,,,,97.36869639792599,27.720751571655274,,100,0,255.04192775627598,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,9,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/tune_native/incumbent_w3p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w1p0000,1000,,,,w: W+w*(S-W),1.0,,,,,,,,39.02629106647612,53.14017601013184,,100,0,627.1775061800145,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,10,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w1p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w1p2000,1000,,,,w: W+w*(S-W),1.2,,,,,,,,38.626898192241754,54.33585090637207,,100,0,633.0509157874621,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,11,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w1p2000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w1p4000,1000,,,,w: W+w*(S-W),1.4,,,,,,,,38.82172946861141,56.578209686279294,,100,0,633.9586811019108,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,12,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w1p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w1p6000,1000,,,,w: W+w*(S-W),1.6,,,,,,,,38.85562905390685,57.439717864990236,,100,0,636.0684163989499,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,13,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w1p6000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w1p7800,1000,,,,w: W+w*(S-W),1.78,,,,,,,,38.77174540102135,57.59765357971192,,100,0,633.3452926543541,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,14,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w1p7800
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w2p0000,1000,,,,w: W+w*(S-W),2.0,,,,,,,,39.05978734234145,57.9966495513916,,100,0,636.1259529343806,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,15,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w2p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w2p4000,1000,,,,w: W+w*(S-W),2.4,,,,,,,,39.55865991470921,58.57027587890625,,100,0,634.6442895280197,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,16,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w2p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,incumbent_w3p0000,1000,,,,w: W+w*(S-W),3.0,,,,,,,,41.01820765699733,56.9708065032959,,100,0,637.158656117972,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,17,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/incumbent_w3p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w1p2000,1000,50000,,,w: W+w*(S-W),1.2,,,,,,,,38.747050248023584,62.25806846618652,,100,0,639.7225975883193,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,18,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w1p2000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w1p4000,1000,50000,,,w: W+w*(S-W),1.4,,,,,,,,40.972735662226285,64.27142715454102,,100,0,643.3837970201857,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,19,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w1p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w1p6000,1000,50000,,,w: W+w*(S-W),1.6,,,,,,,,42.24986050117582,61.67191696166992,,100,0,641.8300108714029,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,20,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w1p6000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w1p7800,1000,50000,,,w: W+w*(S-W),1.78,,,,,,,,50.72220247112483,50.30308876037598,,100,0,643.0881982860155,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,21,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w1p7800
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w2p0000,1000,50000,,,w: W+w*(S-W),2.0,,,,,,,,82.95273172568193,23.44163398742676,,100,0,640.2120270999148,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,22,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w2p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,native4_w2p4000,1000,50000,,,w: W+w*(S-W),2.4,,,,,,,,176.89831286607733,4.923090124130249,,100,0,641.4857388804667,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,23,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/native4_w2p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w1p2000,1000,50000,,,w: W+w*(S-W),1.2,,,,,,,,38.742046930217384,58.56085739135742,,100,0,639.1422942155041,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,24,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w1p2000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w1p4000,1000,50000,,,w: W+w*(S-W),1.4,,,,,,,,40.02660831386902,60.80203094482422,,100,0,639.1195530439727,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,25,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w1p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w1p6000,1000,50000,,,w: W+w*(S-W),1.6,,,,,,,,41.942607454886115,59.152095031738284,,100,0,639.0414045597427,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,26,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w1p6000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w1p7800,1000,50000,,,w: W+w*(S-W),1.78,,,,,,,,44.35849275198581,57.89673004150391,,100,0,639.2353511257097,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,27,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w1p7800
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w2p0000,1000,50000,,,w: W+w*(S-W),2.0,,,,,,,,49.62526507401276,51.20206298828125,,100,0,639.2628315030597,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,28,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w2p0000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w2p4000,1000,50000,,,w: W+w*(S-W),2.4,,,,,,,,66.56703397361412,32.19759197235108,,100,0,638.9638936659321,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,29,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w2p4000
RAE_heads50K,raev2,rae_heads_balanced1k,balanced_1000,mlp4_w3p0000,1000,50000,,,w: W+w*(S-W),3.0,,,,,,,,99.55771042874159,16.764644050598143,,100,0,638.9836889612488,True,,,,,/home/zhoushunyu/eqvae/docs/data/raev2_shallow_ig_50k_20260914/results.csv,30,d9f1383d0ddb4e4f634a8dfac9e0bd5a48b2cb7a6e7ed139317bf52f811376bc,/home/zhoushunyu/data/eqvae/experiments/raev2_shallow_ig_20260914/balanced_1000/mlp4_w3p0000
